Date,Arrival tourism in Taiwan (person),Domestic GDP of Taiwan(millions),Tourism attractions # in Taiwan (sum),CPI of Taiwan (2011 as 100),Average exchange rate of Taiwan (US dollars),GNI of Taiwan (millions),NI of Taiwan (millions),National park # of Taiwan,National scenic area # of Taiwan,Government-owned recreational area # of Taiwan,Privately-owned recreational area # of Taiwan,International port inward & outward per ship,International Tourist Hotels room rate ($) in Taipei,Tourist Hotels room rate ($) in Taipei,Aircraft Movement daily average per plane,exchange rate 10 day buy in (NT$),exchange rate 10 day sell out (NT$),WTI oil price dollars per barrel (US$),Hong Kong CPI,Japan GDP,Japan population,Public expenditure total (NT$),Budget (NT$),National defence expenditure (NT$),Education & science & culture expenditure (NT$),Economy expediture (NT$),Social welfare (NT$),Community development & environment protection expediture (NT$),Retirement expenditure (NT$),Debt expenditure (NT$),Subsidy expenditure (NT$),Treatment adjustment expenditure (NT$),Other expenditure (NT$),Before budget (NT$),Special budget expenditure (NT$),Out of budget expenditure (NT$),Catering revenue (NT$),Restaurant revenue (NT$),Drinking revenue (NT$),Other catering revenue (NT$),International airline people,Hotel #,Hotel room #,Tourism hotel #,Tourism hotel room #,Train carrying #,Average train carrying daily people,Usage percentage of train,Train on-time rate,Train revenue (NT$),Composite retail revenue (NT$),Department revenue (NT$),Supermarket revenue (NT$),Convinent store revenue (NT$),Retail mall revenue (NT$),Other retail revenue (NT$),Food & drink retail revenue (NT$),Clothe retail revenue (NT$),Furniture trtail revenue (NT$),Drug & cosmetic retail revenue (NT$),Recreational retail revenue (NT$),Building material retail revenue (NT$),Fuel retail revenue (NT$),Technology retail revenue (NT$),Vehicle retail revenue (NT$),Other special retail revenue (NT$),No-storefront retail revenue (NT$),Two coast plane,Transit people,Intra-nation plane people
01/06/2015,800147,4052079,305,103.84,30.99,4137324,3530432,39,87,77,39,6360,4812,3671,601,30.797,30.911,59.82,118156,308087,139920,-0.2,?,?,63420939,22771024,49158293,5402868,61734252,3001893,3397756,0,710304,9145366,5881766,88455161,35590610,29985537,4025113,1579960,3013345,9489,198363,113,26710,18719,623954,63.28,94.39,1482507,"91,209,589 ","22,507,359 ","14,564,110 ","25,705,960 ","14,186,664 ","14,245,496 ","38,779,856 ","21,930,302 ","24,055,095 ","16,052,743 ","8,828,397 ","4,895,981 ","21,093,610 ","30,234,301 ","55,681,926 ","4,248,361 ","17,217,601 ",952867,26046,959532
01/07/2015,833239,4188824,305,103.74,32.21,4317036,3660141,39,87,77,39,6327,4812,3671,613,31.527,31.647,50.9,113133,352625,142515,+0.2,?,?,79357386,26166430,94672751,6016537,29109738,10904914,11027285,0,228974,7664754,3963649,6315132,36344543,30954594,3922228,1467721,3177815,9585,198938,114,26884,19488,628634,67.06,94.27,1619638,"92,959,223 ","22,650,078 ","15,447,931 ","26,007,764 ","14,796,034 ","14,057,416 ","37,995,762 ","21,282,284 ","24,057,607 ","15,167,232 ","9,253,589 ","3,976,130 ","21,125,166 ","31,491,473 ","56,354,770 ","4,064,832 ","17,482,450 ",1044186,22397,1032596
01/08/2015,894258,4188824,305,104.39,32.21,4317036,3660141,39,87,77,39,6206,4812,3671,604,32.45,32.554,42.87,143540,367736,160829,-0.7,?,?,49815448,22358147,33642193,5816916,3693571,13209042,3784602,0,847851,5910052,1947397,6960964,37297524,31808467,4044562,1444495,3252668,9669,199732,115,27123,18861,608418,67.35,90.36,1582345,"101,475,840 ","22,570,195 ","19,016,561 ","26,203,233 ","19,142,530 ","14,543,321 ","42,314,869 ","21,430,239 ","25,691,974 ","15,652,518 ","9,760,515 ","4,379,285 ","19,150,785 ","28,539,773 ","38,064,312 ","4,016,692 ","18,030,818 ",1062949,30136,930415
01/09/2015,837374,4188824,305,105.11,32.21,4317036,3660141,39,87,77,39,6182,4812,3671,599,32.812,32.916,45.48,145835,345243,118255,+0.2,?,?,56890429,20579129,36434231,5760161,3627888,13363442,1691103,0,1018710,5959986,1675235,12529786,33239336,27726570,3995686,1517080,2866284,9772,200917,116,27179,18543,618098,63.47,92.62,1478054,"92,825,223 ","23,071,030 ","15,456,533 ","24,724,529 ","15,946,854 ","13,626,277 ","42,597,041 ","20,729,478 ","25,427,684 ","16,760,801 ","9,035,371 ","4,124,329 ","18,691,205 ","27,396,298 ","40,935,761 ","4,052,877 ","18,320,020 ",927974,28664,824665
01/10/2015,926950,4288870,305,105.2,32.85,4396109,3677738,39,87,77,39,6349,4812,3671,614,32.403,32.507,46.22,149500,386663,113549,+0.6,?,?,55319850,31360374,30402851,6604566,3318295,4229185,5270510,0,2053051,7484508,3527836,20694392,34872694,29268522,4018935,1585237,3125977,9882,202496,116,27179,19818,639296,63.73,92.65,1510496,"106,160,957 ","38,161,950 ","15,010,422 ","23,801,531 ","13,994,833 ","15,192,221 ","38,752,253 ","26,573,820 ","30,587,919 ","17,323,518 ","9,887,783 ","4,341,019 ","19,028,014 ","30,746,726 ","48,496,746 ","4,608,352 ","18,688,665 ",1040658,27094,868449
01/11/2015,939483,4288870,305,104.47,32.85,4396109,3677738,39,87,77,39,6160,4812,3671,611,32.552,32.656,42.44,159431,357655,118026,+1.6,?,?,39202564,25253815,30191907,6725833,1449289,9640030,3716573,0,2535302,5429713,5050906,2728210,33509224,27898989,3993055,1617180,3039951,9932,203648,117,27510,19481,649377,64.26,93.43,1475028,"103,198,759 ","35,329,257 ","14,951,572 ","24,285,590 ","13,956,366 ","14,675,974 ","38,325,397 ","26,333,177 ","30,615,677 ","15,893,340 ","9,887,605 ","3,954,104 ","18,125,741 ","30,856,031 ","48,246,290 ","4,650,988 ","18,907,846 ",1008486,30293,755083
01/12/2015,1022897,4288870,305,103.7,32.85,4396109,3677738,39,87,77,39,6439,4812,3671,615,32.781,32.885,37.19,169366,327129,164275,+0.7,?,?,57703985,57308863,32752160,7956490,1869816,2499608,1917533,0,6403160,12411900,6851193,101593888,35867575,29997306,4247564,1622705,3216336,10153,205526,118,27691,20057,647007,61.87,95.55,1456777,"99,603,777 ","29,520,398 ","15,467,376 ","24,575,901 ","15,129,174 ","14,910,928 ","41,097,946 ","26,963,408 ","31,015,657 ","17,215,644 ","10,368,814 ","4,106,467 ","17,407,486 ","31,581,193 ","54,230,864 ","5,070,246 ","20,727,317 ",920872,40735,707040
01/01/2016,865930,?,306,103.11,?,?,?,39,85,79,39,6213,?,?,661,33.372,33.476,31.68,143078,366409,93448,+0.1,?,?,111982469,27114684,121095915,6442766,77700661,16041629,16698789,0,475836,2743003,734459,78634017,37551854,31968362,3967971,1615521,3220146,10251,207419,118,27691,18586,599546,59.47,92.64,1424981,"103,342,775 ","27,321,533 ","16,148,432 ","25,050,185 ","20,195,379 ","14,627,246 ","41,677,494 ","26,864,431 ","28,808,251 ","14,947,088 ","9,684,682 ","4,571,837 ","16,471,964 ","33,212,022 ","59,156,136 ","4,529,170 ","20,136,073 ",946869,35919,677203
01/02/2016,920155,?,?,105.12,?,?,?,?,?,?,?,5159,?,?,698,33.191,33.295,30.32,132982,405307,114431,+0.4,?,?,44707482,14077720,27668841,4600133,7269203,21731363,27806,0,691232,5689863,1098302,15367840,39780660,34563323,3848630,1368707,3254714,10337,208814,119,27738,18952,653523,66.83,94.05,1637918,"104,689,022 ","29,749,751 ","15,922,792 ","24,285,815 ","17,990,680 ","16,739,984 ","42,039,209 ","25,531,821 ","25,014,448 ","16,445,916 ","10,110,162 ","4,398,339 ","14,236,760 ","32,375,268 ","33,473,930 ","3,745,704 ","18,190,797 ",1105364,22597,832052
01/03/2016,?,?,?,104.46,?,?,?,?,?,?,?,?,?,?,?,?,?,37.55,?,?,?,+0.3,?,?,55083002,20549276,36096342,7202355,5855163,16421765,1776767,0,1412518,14100246,1239662,16384836,33640885,28505834,3690371,1444680,3353574,10468,210405,119,27738,19136,617289,59.4,96,1393590,"87,991,891 ","21,691,054 ","14,828,635 ","24,487,565 ","13,777,247 ","13,207,390 ","39,115,422 ","19,963,807 ","23,975,835 ","15,516,710 ","8,822,789 ","4,170,360 ","16,622,044 ","26,672,697 ","52,762,394 ","4,345,602 ","19,677,644 ",1006513,38921,713983
